customer_id,created_at,score
1851267,2017-11-09 15:20:25,15
1851268,2017-11-09 15:20:25,0
1851269,2017-11-09 15:20:25,39
1851270,2017-11-09 15:20:25,11
1851271,2017-11-09 15:20:25,0
1851272,2017-11-09 15:20:25,23
1851273,2017-11-09 15:20:25,27
1851274,2017-11-09 15:20:25,0
1851275,2017-11-09 15:20:25,0
1851276,2017-11-09 15:20:25,14
1851277,2017-11-09 15:20:25,90
1851278,2017-11-09 15:20:25,90
1851279,2017-11-09 15:20:25,18
1851280,2017-11-09 15:20:25,19
1851281,2017-11-09 15:20:25,15
1851282,2017-11-09 15:20:25,26
1851283,2017-11-09 15:20:25,90
1851284,2017-11-09 15:20:25,25
1851285,2017-11-09 15:20:25,0
1851286,2017-11-09 15:20:25,0
1851287,2017-11-09 15:20:25,0
1851288,2017-11-09 15:20:25,19
1851289,2017-11-09 15:20:25,0
1851290,2017-11-09 15:20:25,8
1851291,2017-11-09 15:20:25,34
1851292,2017-11-09 15:20:25,0
1851293,2017-11-09 15:20:25,29
1851294,2017-11-09 15:20:25,74
1851295,2017-11-09 15:20:25,1
1851296,2017-11-09 15:20:25,0
1851297,2017-11-09 15:20:25,90
1851298,2017-11-09 15:20:25,0
1851299,2017-11-09 15:20:25,0
1851300,2017-11-09 15:20:25,0
1851301,2017-11-09 15:20:25,0
1851302,2017-11-09 15:20:25,21
1851303,2017-11-09 15:20:25,18
1851304,2017-11-09 15:20:25,0
1851305,2017-11-09 15:20:25,0
1851306,2017-11-09 15:20:25,21
1851307,2017-11-09 15:20:25,57
1851308,2017-11-09 15:20:25,0
1851309,2017-11-09 15:20:25,21
1851310,2017-11-09 15:20:25,90
1851311,2017-11-09 15:20:25,0
1851312,2017-11-09 15:20:25,0
1851313,2017-11-09 15:20:25,16
1851314,2017-11-09 15:20:25,17
1851315,2017-11-09 15:20:25,0
1851316,2017-11-09 15:20:25,0
1851317,2017-11-09 15:20:25,2
1851318,2017-11-09 15:20:25,41
1851319,2017-11-09 15:20:25,21
1851320,2017-11-09 15:20:25,0
1851321,2017-11-09 15:20:25,27
1851322,2017-11-09 15:20:25,16
1851323,2017-11-09 15:20:25,31
1851324,2017-11-09 15:20:25,14
1851325,2017-11-09 15:20:25,0
1851326,2017-11-09 15:20:25,16
1851327,2017-11-09 15:20:25,0
1851328,2017-11-09 15:20:25,0
1851329,2017-11-09 15:20:25,17
1851330,2017-11-09 15:20:25,0
1851331,2017-11-09 15:20:25,48
1851332,2017-11-09 15:20:25,23
1851333,2017-11-09 15:20:25,26
1851334,2017-11-09 15:20:25,39
1851335,2017-11-09 15:20:25,21
1851336,2017-11-09 15:20:25,25
1851337,2017-11-09 15:20:25,5
1851338,2017-11-09 15:20:25,0
1851339,2017-11-09 15:20:25,90
1851340,2017-11-09 15:20:25,18
1851341,2017-11-09 15:20:25,0
1851342,2017-11-09 15:20:25,0
1851343,2017-11-09 15:20:25,17
1851344,2017-11-09 15:20:25,57
1851345,2017-11-09 15:20:25,0
1851346,2017-11-09 15:20:25,22
1851347,2017-11-09 15:20:25,0
1851348,2017-11-09 15:20:25,0
1851349,2017-11-09 15:20:25,0
1851350,2017-11-09 15:20:25,21
1851351,2017-11-09 15:20:25,17
1851352,2017-11-09 15:20:25,20
1851353,2017-11-09 15:20:25,16
1851354,2017-11-09 15:20:25,0
1851355,2017-11-09 15:20:25,22
1851356,2017-11-09 15:20:25,11
1851357,2017-11-09 15:20:25,0
1851358,2017-11-09 15:20:25,90
1851359,2017-11-09 15:20:25,15
1851360,2017-11-09 15:20:25,57
1851361,2017-11-09 15:20:25,18
1851362,2017-11-09 15:20:25,18
1851363,2017-11-09 15:20:25,0
1851364,2017-11-09 15:20:25,19
1851365,2017-11-09 15:20:25,39
1851366,2017-11-09 15:20:25,0
1851367,2017-11-09 15:20:25,22
1851368,2017-11-09 15:20:25,0
1851369,2017-11-09 15:20:25,2
1851370,2017-11-09 15:20:25,28
1851371,2017-11-09 15:20:25,10
1851372,2017-11-09 15:20:25,90
1851373,2017-11-09 15:20:25,33
1851374,2017-11-09 15:20:25,29
1851375,2017-11-09 15:20:25,2
1851376,2017-11-09 15:20:25,22
1851377,2017-11-09 15:20:25,25
1851378,2017-11-09 15:20:25,0
1851379,2017-11-09 15:20:25,22
1851380,2017-11-09 15:20:25,90
1851381,2017-11-09 15:20:25,0
1851382,2017-11-09 15:20:25,20
1851383,2017-11-09 15:20:25,57
1851384,2017-11-09 15:20:25,14
1851385,2017-11-09 15:20:25,0
1851386,2017-11-09 15:20:25,0
1851387,2017-11-09 15:20:25,11
1851388,2017-11-09 15:20:25,17
1851389,2017-11-09 15:20:25,26
1851390,2017-11-09 15:20:25,14
1851391,2017-11-09 15:20:25,25
1851392,2017-11-09 15:20:25,0
1851393,2017-11-09 15:20:25,25
1851394,2017-11-09 15:20:25,27
1851395,2017-11-09 15:20:25,20
1851396,2017-11-09 15:20:25,25
1851397,2017-11-09 15:20:25,0
1851398,2017-11-09 15:20:25,90
1851399,2017-11-09 15:20:25,0
1851400,2017-11-09 15:20:25,0
1851401,2017-11-09 15:20:25,27
1851402,2017-11-09 15:20:25,21
1851403,2017-11-09 15:20:25,0
1851404,2017-11-09 15:20:25,27
1851405,2017-11-09 15:20:25,26
1851406,2017-11-09 15:20:25,49
1851407,2017-11-09 15:20:25,0
1851408,2017-11-09 15:20:25,22
1851409,2017-11-09 15:20:25,0
1851410,2017-11-09 15:20:25,22
1851411,2017-11-09 15:20:25,22
1851412,2017-11-09 15:20:25,21
1851413,2017-11-09 15:20:25,0
1851414,2017-11-09 15:20:25,21
1851415,2017-11-09 15:20:25,20
1851416,2017-11-09 15:20:25,20
1851417,2017-11-09 15:20:25,0
1851418,2017-11-09 15:20:25,27
1851419,2017-11-09 15:20:25,22
1851420,2017-11-09 15:20:25,25
1851421,2017-11-09 15:20:25,0
1851422,2017-11-09 15:20:25,20
1851423,2017-11-09 15:20:25,22
1851424,2017-11-09 15:20:25,23
1851425,2017-11-09 15:20:25,3
1851426,2017-11-09 15:20:25,22
1851427,2017-11-09 15:20:25,18
1851428,2017-11-09 15:20:25,9
1851429,2017-11-09 15:20:25,24
1851430,2017-11-09 15:20:25,0
1851431,2017-11-09 15:20:25,90
1851432,2017-11-09 15:20:25,0
1851433,2017-11-09 15:20:25,30
1851434,2017-11-09 15:20:25,0
1851435,2017-11-09 15:20:25,0
1851436,2017-11-09 15:20:25,90
1851437,2017-11-09 15:20:25,20
1851438,2017-11-09 15:20:25,0
1851439,2017-11-09 15:20:25,0
1851440,2017-11-09 15:20:25,0
1851441,2017-11-09 15:20:25,0
1851442,2017-11-09 15:20:25,0
1851443,2017-11-09 15:20:25,33
1851444,2017-11-09 15:20:25,0
1851445,2017-11-09 15:20:25,22
1851446,2017-11-09 15:20:25,18
1851447,2017-11-09 15:20:25,26
1851448,2017-11-09 15:20:25,0
1851449,2017-11-09 15:20:25,14
1851450,2017-11-09 15:20:25,20
1851451,2017-11-09 15:20:25,15
1851452,2017-11-09 15:20:25,90
1851453,2017-11-09 15:20:25,0
1851454,2017-11-09 15:20:25,26
1851455,2017-11-09 15:20:25,17
1851456,2017-11-09 15:20:25,14
1851457,2017-11-09 15:20:25,20
1851458,2017-11-09 15:20:25,4
1851459,2017-11-09 15:20:25,0
1851460,2017-11-09 15:20:25,0
1851461,2017-11-09 15:20:25,90
1851462,2017-11-09 15:20:25,0
1851463,2017-11-09 15:20:25,26
1851464,2017-11-09 15:20:25,35
1851465,2017-11-09 15:20:25,90
1851466,2017-11-09 15:20:25,20
1851467,2017-11-09 15:20:25,24
1851468,2017-11-09 15:20:25,15
1851469,2017-11-09 15:20:25,3
1851470,2017-11-09 15:20:25,6
1851471,2017-11-09 15:20:25,26
1851472,2017-11-09 15:20:25,0
1851473,2017-11-09 15:20:25,21
1851474,2017-11-09 15:20:25,22
1851475,2017-11-09 15:20:25,21
1851476,2017-11-09 15:20:25,36
1851477,2017-11-09 15:20:25,0
1851478,2017-11-09 15:20:25,22
1851479,2017-11-09 15:20:25,22
1851480,2017-11-09 15:20:25,0
1851481,2017-11-09 15:20:25,0
1851482,2017-11-09 15:20:25,16
1851483,2017-11-09 15:20:25,0
1851484,2017-11-09 15:20:25,57
1851485,2017-11-09 15:20:25,26
1851486,2017-11-09 15:20:25,41
1851487,2017-11-09 15:20:25,6
1851488,2017-11-09 15:20:25,90
1851489,2017-11-09 15:20:25,26
1851490,2017-11-09 15:20:25,0
1851491,2017-11-09 15:20:25,18
1851492,2017-11-09 15:20:25,36
1851493,2017-11-09 15:20:25,0
1851494,2017-11-09 15:20:25,90
1851495,2017-11-09 15:20:25,40
1851496,2017-11-09 15:20:25,0
1851497,2017-11-09 15:20:25,0
1851498,2017-11-09 15:20:25,0
1851499,2017-11-09 15:20:25,90
1851500,2017-11-09 15:20:25,57
1851501,2017-11-09 15:20:25,90
1851502,2017-11-09 15:20:25,14
1851503,2017-11-09 15:20:25,12
1851504,2017-11-09 15:20:25,0
1851505,2017-11-09 15:20:25,13
1851506,2017-11-09 15:20:25,0
1851507,2017-11-09 15:20:25,44
1851508,2017-11-09 15:20:25,21
1851509,2017-11-09 15:20:25,0
1851510,2017-11-09 15:20:25,0
1851511,2017-11-09 15:20:25,21
1851512,2017-11-09 15:20:25,36
1851513,2017-11-09 15:20:25,22
1851514,2017-11-09 15:20:25,21
1851515,2017-11-09 15:20:25,28
1851516,2017-11-09 15:20:25,90
1851517,2017-11-09 15:20:25,90
1851518,2017-11-09 15:20:25,90
1851519,2017-11-09 15:20:25,18
1851520,2017-11-09 15:20:25,23
1851521,2017-11-09 15:20:25,22
1851522,2017-11-09 15:20:25,18
1851523,2017-11-09 15:20:25,0
1851524,2017-11-09 15:20:25,30
1851525,2017-11-09 15:20:25,43
1851526,2017-11-09 15:20:25,24
1851527,2017-11-09 15:20:25,2
1851528,2017-11-09 15:20:25,0
1851529,2017-11-09 15:20:25,57
1851530,2017-11-09 15:20:25,90
1851531,2017-11-09 15:20:25,19
1851532,2017-11-09 15:20:25,18
1851533,2017-11-09 15:20:25,0
1851534,2017-11-09 15:20:25,21
1851535,2017-11-09 15:20:25,31
1851536,2017-11-09 15:20:25,5
1851537,2017-11-09 15:20:25,0
1851538,2017-11-09 15:20:25,18
1851539,2017-11-09 15:20:25,14
1851540,2017-11-09 15:20:25,5
1851541,2017-11-09 15:20:25,90
1851542,2017-11-09 15:20:25,19
1851543,2017-11-09 15:20:25,0
1851544,2017-11-09 15:20:25,10
1851545,2017-11-09 15:20:25,5
1851546,2017-11-09 15:20:25,32
1851547,2017-11-09 15:20:25,35
1851548,2017-11-09 15:20:25,20
1851549,2017-11-09 15:20:25,24
1851550,2017-11-09 15:20:25,1
1851551,2017-11-09 15:20:25,4
1851552,2017-11-09 15:20:25,21
1851553,2017-11-09 15:20:25,0
1851554,2017-11-09 15:20:25,20
1851555,2017-11-09 15:20:25,0
1851556,2017-11-09 15:20:25,40
1851557,2017-11-09 15:20:25,0
1851558,2017-11-09 15:20:25,90
1851559,2017-11-09 15:20:25,6
1851560,2017-11-09 15:20:25,5
1851561,2017-11-09 15:20:25,0
1851562,2017-11-09 15:20:25,90
1851563,2017-11-09 15:20:25,1
1851564,2017-11-09 15:20:25,18
1851565,2017-11-09 15:20:25,19
1851566,2017-11-09 15:20:25,0
1851567,2017-11-09 15:20:25,90
1851568,2017-11-09 15:20:25,17
1851569,2017-11-09 15:20:25,5
1851570,2017-11-09 15:20:25,0
1851571,2017-11-09 15:20:25,17
1851572,2017-11-09 15:20:25,21
1851573,2017-11-09 15:20:25,90
1851574,2017-11-09 15:20:25,5
1851575,2017-11-09 15:20:25,21
1851576,2017-11-09 15:20:25,90
1851577,2017-11-09 15:20:25,5
1851578,2017-11-09 15:20:25,90
1851579,2017-11-09 15:20:25,24
1851580,2017-11-09 15:20:25,17
1851581,2017-11-09 15:20:25,24
1851582,2017-11-09 15:20:25,0
1851583,2017-11-09 15:20:25,20
1851584,2017-11-09 15:20:25,90
1851585,2017-11-09 15:20:25,30
1851586,2017-11-09 15:20:25,22
1851587,2017-11-09 15:20:25,44
1851588,2017-11-09 15:20:25,0
1851589,2017-11-09 15:20:25,0
1851590,2017-11-09 15:20:25,5
1851591,2017-11-09 15:20:25,19
1851592,2017-11-09 15:20:25,0
1851593,2017-11-09 15:20:25,43
1851594,2017-11-09 15:20:25,0
1851595,2017-11-09 15:20:25,0
1851596,2017-11-09 15:20:25,0
1851597,2017-11-09 15:20:25,0
1851598,2017-11-09 15:20:25,0
1851599,2017-11-09 15:20:25,0
1851600,2017-11-09 15:20:25,0
1851601,2017-11-09 15:20:25,0
1851602,2017-11-09 15:20:25,0
1851603,2017-11-09 15:20:25,90
1851604,2017-11-09 15:20:25,11
1851605,2017-11-09 15:20:25,0
1851606,2017-11-09 15:20:25,19
1851607,2017-11-09 15:20:25,19
1851608,2017-11-09 15:20:25,0
1851609,2017-11-09 15:20:25,0
1851610,2017-11-09 15:20:25,24
1851611,2017-11-09 15:20:25,0
1851612,2017-11-09 15:20:25,32
1851613,2017-11-09 15:20:25,0
1851614,2017-11-09 15:20:25,34
1851615,2017-11-09 15:20:25,22
1851616,2017-11-09 15:20:25,0
1851617,2017-11-09 15:20:25,0
1851618,2017-11-09 15:20:25,24
1851619,2017-11-09 15:20:25,21
1851620,2017-11-09 15:20:25,0
1851621,2017-11-09 15:20:25,0
1851622,2017-11-09 15:20:25,0
1851623,2017-11-09 15:20:25,0
1851624,2017-11-09 15:20:25,21
1851625,2017-11-09 15:20:25,22
1851626,2017-11-09 15:20:25,0
1851627,2017-11-09 15:20:25,20
1851628,2017-11-09 15:20:25,13
1851629,2017-11-09 15:20:25,0
1851630,2017-11-09 15:20:25,21
1851631,2017-11-09 15:20:25,20
1851632,2017-11-09 15:20:25,15
1851633,2017-11-09 15:20:25,34
1851634,2017-11-09 15:20:25,4
1851635,2017-11-09 15:20:25,57
1851636,2017-11-09 15:20:25,0
1851637,2017-11-09 15:20:25,0
1851638,2017-11-09 15:20:25,21
1851639,2017-11-09 15:20:25,15
1851640,2017-11-09 15:20:25,19
1851641,2017-11-09 15:20:25,0
1851642,2017-11-09 15:20:25,0
1851643,2017-11-09 15:20:25,0
1851644,2017-11-09 15:20:25,18
1851645,2017-11-09 15:20:25,19
